membership_id,first_name,last_name,email,mobile_no,date_of_birth,above_18,filename,badRecord,comments
Gonzalez_345f8,Sherry,Gonzalez,Sherry_Gonzalez@caldwell.biz,66744895,19730314,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <14-03-1973> formatted as <1973-03-14> | email validation Success
Johnson_5dcd5,Christina,Johnson,Christina_Johnson@clark.com,30262983,20010622,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <22-06-2001> formatted as <2001-06-22> | email validation Success
Hall_220f8,Jimmy,Hall,Jimmy_Hall@spence-knapp.biz,45553567,19550930,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1955-09-30> formatted as <1955-09-30> | email validation Success
Wells_5c2c0,Kelli,Wells,Kelli_Wells@jones.com,27406215,19540308,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1954-03-08> formatted as <1954-03-08> | email validation Success
Archer_c6232,Nathan,Archer,Nathan_Archer@gray.com,72954367,19560723,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1956/07/23> formatted as <1956-07-23> | email validation Success
Kline_6fe75,Michael,Kline,Michael_Kline@phelps-alvarez.com,20968343,19650623,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <23-06-1965> formatted as <1965-06-23> | email validation Success
Acosta_c819e,Joseph,Acosta,Joseph_Acosta@hansen.biz,4411 5387,19670418,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <04/18/1967> formatted as <1967-04-18> | email validation Success
Rodriguez_1eec6,Joshua,Rodriguez,Joshua_Rodriguez@thornton-benitez.com,27953967,19530317,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1953/03/17> formatted as <1953-03-17> | email validation Success
Rodriguez_a7ea3,James,Rodriguez,James_Rodriguez@logan.com,50981423,19810717,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1981/07/17> formatted as <1981-07-17> | email validation Success
Ortega_7f647,Robert,Ortega,Robert_Ortega@perez.com,57040695,19600316,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <16-03-1960> formatted as <1960-03-16> | email validation Success
Ruiz_e89df,Teresa,Ruiz,Teresa_Ruiz@holmes.com,22432447,19510904,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1951/09/04> formatted as <1951-09-04> | email validation Success
Mejia_10b0a,Madison,Mejia,Madison_Mejia@sims.com,73824679,19530323,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1953-03-23> formatted as <1953-03-23> | email validation Success
Joyce_342d3,Brittany,Joyce,Brittany_Joyce@thomas.biz,65804583,19601114,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1960-11-14> formatted as <1960-11-14> | email validation Success
Jones_85733,Crystal,Jones,Crystal_Jones@webb.com,39588047,19620914,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <14-09-1962> formatted as <1962-09-14> | email validation Success
Brown_9035e,Aaron,Brown,Aaron_Brown@yates.com,43815191,19860502,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1986-05-02> formatted as <1986-05-02> | email validation Success
Flynn_5b7fe,Kathleen,Flynn,Kathleen_Flynn@boyd-king.biz,93605471,19870913,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <13-09-1987> formatted as <1987-09-13> | email validation Success
Barajas_c09f8,Tanya,Barajas,Tanya_Barajas@davis.com,92793871,19740430,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1974-04-30> formatted as <1974-04-30> | email validation Success
Frost_ddfa1,Ashley,Frost,Ashley_Frost@brown-hill.com,1647 3423,19521020,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <10/20/1952> formatted as <1952-10-20> | email validation Success
Rasmussen_0fcc4,Samantha,Rasmussen,Samantha_Rasmussen@stokes-leon.com,26634223,19940621,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <21-06-1994> formatted as <1994-06-21> | email validation Success
Weber_b3165,Erica,Weber,Erica_Weber@harris-fox.com,2007 4939,19930809,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <08/09/1993> formatted as <1993-08-09> | email validation Success
Campbell_fe47b,Amanda,Campbell,Amanda_Campbell@parker.com,2195 4431,19810324,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <03/24/1981> formatted as <1981-03-24> | email validation Success
Martin_92713,Vincent,Martin,Vincent_Martin@wright-lee.com,55457087,19840124,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1984/01/24> formatted as <1984-01-24> | email validation Success
Crawford_a2a35,Tony,Crawford,Tony_Crawford@moore.com,15997263,19870818,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1987/08/18> formatted as <1987-08-18> | email validation Success
Pruitt_93ad0,Erica,Pruitt,Erica_Pruitt@ross-lamb.biz,31838831,19800923,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1980-09-23> formatted as <1980-09-23> | email validation Success
Hopkins_cfbfa,William,Hopkins,William_Hopkins@snyder.com,1227 7875,20010104,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <01/04/2001> formatted as <2001-01-04> | email validation Success
Compton_395a9,Martin,Compton,Martin_Compton@morgan.com,42037887,19840602,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1984-06-02> formatted as <1984-06-02> | email validation Success
Gross_9a287,Anthony,Gross,Anthony_Gross@pratt.com,9219 3723,19660423,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <04/23/1966> formatted as <1966-04-23> | email validation Success
Cortez_2aba0,Kenneth,Cortez,Kenneth_Cortez@lewis.biz,39338615,20000518,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <2000/05/18> formatted as <2000-05-18> | email validation Success
Brown_8baf8,Tracy,Brown,Tracy_Brown@joyce.com,26044711,19720823,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1972-08-23> formatted as <1972-08-23> | email validation Success
Jones_4d770,Joshua,Jones,Joshua_Jones@hanson.biz,3031 7003,19810920,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <09/20/1981> formatted as <1981-09-20> | email validation Success
Stanley_a95cd,James,Stanley,James_Stanley@beltran.com,5135 1887,20011008,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <10/08/2001> formatted as <2001-10-08> | email validation Success
Jenkins_e5537,Norma,Jenkins,Norma_Jenkins@larson.com,7807 1863,19570323,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <03/23/1957> formatted as <1957-03-23> | email validation Success
Preston_d0922,Leslie,Preston,Leslie_Preston@johns.com,71892959,19720510,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <05-10-1972> formatted as <1972-05-10> | email validation Success
Taylor_10cf5,Carl,Taylor,Carl_Taylor@melendez.com,2707 5015,19750112,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <01/12/1975> formatted as <1975-01-12> | email validation Success
Peterson_b235a,Christian,Peterson,Christian_Peterson@arnold.biz,41536527,19760222,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1976/02/22> formatted as <1976-02-22> | email validation Success
Dean_33bcc,Brenda,Dean,Brenda_Dean@allison-hill.com,5503 7019,19690215,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <02/15/1969> formatted as <1969-02-15> | email validation Success
Allen_b02ca,Kathleen,Allen,Kathleen_Allen@cook.com,38829559,19860113,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1986/01/13> formatted as <1986-01-13> | email validation Success
Olsen_98e22,Patricia,Olsen,Patricia_Olsen@haynes-blankenship.com,7067 3187,19981124,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <11/24/1998> formatted as <1998-11-24> | email validation Success
Lamb_5dc6d,Marie,Lamb,Marie_Lamb@hampton.com,26841263,19790410,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1979-04-10> formatted as <1979-04-10> | email validation Success
Nichols_5f34b,Timothy,Nichols,Timothy_Nichols@smith.biz,76207631,19680601,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <06-01-1968> formatted as <1968-06-01> | email validation Success
Caldwell_aa013,Ashley,Caldwell,Ashley_Caldwell@mason-bryant.com,13420663,19880903,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1988/09/03> formatted as <1988-09-03> | email validation Success
Frank_97c93,David,Frank,David_Frank@reyes-thomas.com,3119 2639,19680928,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <09/28/1968> formatted as <1968-09-28> | email validation Success
James_0b802,Jon,James,Jon_James@owens.biz,53852103,19750120,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <20-01-1975> formatted as <1975-01-20> | email validation Success
Martin_caab2,Renee,Martin,Renee_Martin@crawford-walker.com,55803823,19810421,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <21-04-1981> formatted as <1981-04-21> | email validation Success
Parker_0793e,Keith,Parker,Keith_Parker@moore.com,40120471,19640826,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1964-08-26> formatted as <1964-08-26> | email validation Success
Blake_ed155,Ernest,Blake,Ernest_Blake@long.com,2715 5511,19990621,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <06/21/1999> formatted as <1999-06-21> | email validation Success
Levy_bef91,Melissa,Levy,Melissa_Levy@arroyo.com,51842935,19500330,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1950/03/30> formatted as <1950-03-30> | email validation Success
Holloway_485d0,Lisa,Holloway,Lisa_Holloway@brown.com,7375 1431,19720102,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <01/02/1972> formatted as <1972-01-02> | email validation Success
Stone_1d9aa,Kimberly,Stone,Kimberly_Stone@murphy-bryant.com,25323999,19940512,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1994-05-12> formatted as <1994-05-12> | email validation Success
Jones_575ba,Adam,Jones,Adam_Jones@ashley.com,55082935,19730316,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <16-03-1973> formatted as <1973-03-16> | email validation Success
Tucker_0eb60,Richard,Tucker,Richard_Tucker@murphy.com,5383 8335,19710625,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <06/25/1971> formatted as <1971-06-25> | email validation Success
Andersen_61066,Elizabeth,Andersen,Elizabeth_Andersen@baker.com,69096535,19740123,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <23-01-1974> formatted as <1974-01-23> | email validation Success
Thompson_30052,Monique,Thompson,Monique_Thompson@davis.biz,6967 1135,19960715,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <07/15/1996> formatted as <1996-07-15> | email validation Success
Lutz_3427f,Destiny,Lutz,Destiny_Lutz@thompson-wright.com,87853607,19940412,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <04-12-1994> formatted as <1994-04-12> | email validation Success
Allen_54dd1,Brandy,Allen,Brandy_Allen@hardy-griffin.com,92130799,19810113,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1981-01-13> formatted as <1981-01-13> | email validation Success
Keller_80065,Michelle,Keller,Michelle_Keller@johnson.com,56139711,19510607,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <06-07-1951> formatted as <1951-06-07> | email validation Success
Yates_0613f,Stacey,Yates,Stacey_Yates@lewis.com,30115967,19921208,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <12-08-1992> formatted as <1992-12-08> | email validation Success
Lee_f9df7,Sue,Lee,Sue_Lee@rojas.com,97367575,19860829,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1986/08/29> formatted as <1986-08-29> | email validation Success
Long_850ab,Anna,Long,Anna_Long@coleman.com,52566967,19740316,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1974/03/16> formatted as <1974-03-16> | email validation Success
Watson_6dc0c,Annette,Watson,Annette_Watson@brown-brennan.com,67851175,19580423,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1958/04/23> formatted as <1958-04-23> | email validation Success
Lowery_c4680,Wesley,Lowery,Wesley_Lowery@suarez.biz,33838415,19980620,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1998/06/20> formatted as <1998-06-20> | email validation Success
Shaw_afe1c,Wesley,Shaw,Wesley_Shaw@henderson-gibson.com,76819471,19830121,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1983-01-21> formatted as <1983-01-21> | email validation Success
Boyd_94bd7,Pamela,Boyd,Pamela_Boyd@freeman.com,25030751,19680628,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1968/06/28> formatted as <1968-06-28> | email validation Success
Lewis_644d9,Jeremy,Lewis,Jeremy_Lewis@murray.com,44159519,19530107,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1953-01-07> formatted as <1953-01-07> | email validation Success
Garza_be6d1,Jennifer,Garza,Jennifer_Garza@herrera-klein.com,31999455,19890603,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1989-06-03> formatted as <1989-06-03> | email validation Success
Wilson_0ce7d,Larry,Wilson,Larry_Wilson@perry.com,5615 8527,19670221,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <02/21/1967> formatted as <1967-02-21> | email validation Success
Thompson_9e058,Joshua,Thompson,Joshua_Thompson@morrow.com,9899 9803,19840830,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <08/30/1984> formatted as <1984-08-30> | email validation Success
Chen_1d003,Chelsea,Chen,Chelsea_Chen@coleman-haney.biz,63416567,19870405,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <04-05-1987> formatted as <1987-04-05> | email validation Success
Williams_874b3,Dennis,Williams,Dennis_Williams@rivas.com,9399 3079,19661107,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <11/07/1966> formatted as <1966-11-07> | email validation Success
Morton_e4bde,Karen,Morton,Karen_Morton@romero.com,3683 8791,19910410,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <04/10/1991> formatted as <1991-04-10> | email validation Success
Perry_b530f,Joseph,Perry,Joseph_Perry@tucker.com,16254071,19510616,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1951-06-16> formatted as <1951-06-16> | email validation Success
Moore_870e3,Victoria,Moore,Victoria_Moore@ramirez.biz,6323 2827,19920116,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <01/16/1992> formatted as <1992-01-16> | email validation Success
Herman_0ab62,Heather,Herman,Heather_Herman@williams-lindsey.com,97877423,19710606,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1971/06/06> formatted as <1971-06-06> | email validation Success
Lopez_ea347,Laura,Lopez,Laura_Lopez@rodriguez.com,72627367,19901221,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <1990/12/21> formatted as <1990-12-21> | email validation Success
Webb_5b693,Joel,Webb,Joel_Webb@solis-swanson.com,3783 9071,19891009,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <10/09/1989> formatted as <1989-10-09> | email validation Success
Malone_73ad1,Donna,Malone,Donna_Malone@brown.com,8903 8207,19521007,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <10/07/1952> formatted as <1952-10-07> | email validation Success
Wilson_28099,Jeff,Wilson,Jeff_Wilson@booker.biz,20197287,19501207,true,file:///Users/santhoshjanakiraman/airflow/dags/datafiles/raw/20230312_15/applications_dataset_2.csv,false,mobile_no validation Success | date value <12-07-1950> formatted as <1950-12-07> | email validation Success
